,transaction_hash,block_number,bondId,accrued_blusd,usd_value
0,0x7a5309f2e1e1a6bc9f0d8ad15d74d36407ccef527995fab1dd448dfcc83e627b,15674411,2,0.025562272745810993,0.03229169298582955
1,0xa34d5f4efa091f57b5e397690ac386c94aa1a7d71b7fc83e0a34a2e232ef50fc,15675254,9,11.168087468192024,14.108152876228361
2,0xb89fc9930ecb589159c5cb7091351a431a642295f4aaaea813a88732b2ad5369,15675376,50,3.71556162017003,4.693705301619708
3,0x08c211f34e7d256e790890ea25a108f1d2134b7cd4b04148c5c0195c32f4c6e3,15675389,57,0.676014497467785,0.8539793320911531
4,0xcd4079fb4e17afc377de2f064bc9d9fd14f2cd8502243c9ceac456244090cfd0,15675423,26,43.63540940997854,55.12269030182045
5,0x98fdcad2689c70b1cceacc13c4d0ea301b95f966ff4080b05b572c3d6b2112dd,15675618,43,29.826038072224794,37.677919877831656
6,0x192a7d114f7ef271f6f466065c31764ccf5f9a49b9fae5ca819870a5bb74bd2f,15675709,91,0.2913395927127558,0.3680364721888291
7,0xd0a78d3fdc13d4ebedd8b3a78c967375b21351b17a0f07879cd5d523ba48ae77,15675726,97,0.03651340863962457,0.046125780496185105
8,0x60225c7bc08e57cedc32ed0dc340005a666f16b4341997e5f591e20af54ab5f7,15675736,98,0.010956909724728039,0.013841381336577344
9,0x9680b9461cd2a6aebe26cbcea4336dad8f24dc3ac7d95d926fde43f6ca02c100,15677193,33,960.0520547864903,1212.791464665854
10,0xf34e4e2054b24fe8a566d3449aff920a2297770cf2ceda5394f8147b30e1311e,15680442,183,13.914230628169996,17.57723454588062
11,0x5f817a2a1eeed38cac4e483cfb8d77e7f756f8cd95e6202c67d8c4def4d233aa,15680494,234,0.07669836807309627,0.0968896693560414
12,0xed4c5ba7f82f8977a0cd00eede669e3a99f6216d03c523686416e7101ad74ad1,15684423,303,0.011066478821975319,0.013979795149943117
13,0x2e652c23edf0b39b03d2e7350d7a69ecdd1228a0fdd00e02f2296026ea37e848,15684480,304,0.033191937887224535,0.04192991282571395
14,0x2d1b041651d3f58e1110d3deb6baa6494f6330e77fe7494f8100ea1d001b1373,15684512,307,0.05314101216493099,0.06713069948240012
15,0xb49c2d1c6513caa758bb7614247a04342f16c9020dd5d08515d13072a93f43d7,15684529,305,0.18065370454509846,0.22821186605479205
16,0x0332a5e11da91e6dac293c4181a7bcf2b7bd085f32b2c123af853beb8104c575,15686683,327,0.3602757499491957,0.4551204825676319
17,0x01cad7fba3db880b304cde0a0335d068940cf9b1661b361a7b8face9eb4bed07,15688428,175,2697.7417038367703,3407.9382424883
18,0x8636c3946d9c873670294af2e1b1d5200186188cd69668258485c096ad133b8c,15692378,180,7118.677875588235,8992.712139071558
19,0x3813088b000857a938b000c6e9244b3620adc769bc993bf1f0d779a7536d89d6,15709586,438,1.0657124146899353,1.3462675423488695
20,0x0f390fb0fb26047a130e23e1e01108d20a37c11a96c7d1926a70ad0578aa5adf,15717447,416,671.2515990354294,847.962572336271
21,0x346b868b01d525eb220dcfc942ef4e349f3e26414e080955d96b126fdad57524,15718476,53,2925.0960018176856,3695.144910784711
22,0xafad96bf3acbeb415d30e8bcf230f3115ed19d76e906ce09ab6835322ce4decf,15725780,448,803.661439679001,1015.2300905605852
23,0x27fdf6a44f4f9985deefd88f26a520792104a3fbfbdcbef152e162781a0579b6,15726162,89,3097.097778182622,3912.4271771396866
24,0x287e1ab905527c96571e33d1698059b9ed757e7ee04c105a71c49b8fa9f37253,15727159,42,321.3049552245129,405.89039449303107
25,0x83c15901c7b3c242e6f8076933ffc8d5c8da34df3e540ba83f8729dbf04a4e41,15728835,470,0.010956909724728039,0.013841381336577344
26,0x07617df0329ee4e0ad248d440d1d3cfb084618306ba574689c6bbba8fad72a41,15737439,328,242.78430960955717,306.6987222007937
27,0xb7f2ad5efe9182c8fed8f138f6e2e03f581944c9abaacfc3551e6304b772785e,15737681,476,484.00143364299674,611.4176879073569
28,0xec3af7f07be88d77fc4ee9da0ce42ca8f24f557d449bc01e3f636c5ae3c785e5,15738334,492,1.6773437671316558,2.1189144837986422
29,0x8252f2a0e91527d00c6e8f00ae59fa70f405603f01ed91efd08e743460b683d8,15745830,461,138.9912788287441,175.58155913116713
30,0x04e69ef3518d2a984aacd2035b22696bb1588ab549a31f732500762613245a8a,15753610,395,232257.4674542605,293400.62627758074
31,0x264ea5b9f94d4acf497509778b14d4e2fe658befea6c749b6d96cdfb23ad849f,15770076,516,22154.62480067842,27986.961464410095
32,0x9e4cd21fb7b9fae4286bfb422abaf1a7ccb68d49c54b9a6c0949b8c5decdf6e5,15779781,349,993.1504515985062,1254.6032111723114
33,0x1f0fd3fde2826affd6571298369245d236db64c610fc80339af116da3e37cf8d,15779785,350,8079.381017541854,10206.326093471287
34,0x65a09113896eb487220f50d3a2ae9099720b6e32fe9aaefb6266951da5069e06,15781171,54,7762.767240887661,9806.361858191127
35,0x15d8fdf5ee0add5ea61732af4821b898d716d3822da3bdb6c95b51848e600674,15781752,41,1554.322774966608,1963.507484221233
36,0x82ca5eb0af4de9da5f2fe1476cbfb234dd3a36387fdcb78f6604a5bcfbd1236b,15781843,30,777.3157338636031,981.9487210929494
37,0x834949c4773c1005b8e140c166dae1ec47748d3381c21f1c68c973b5b0484ffb,15781848,48,863.5641472527733,1090.9025419590694
38,0xf07c2c783cd0086a36bedcfc07143bcb5ba7c38936f7f6d52259d6080380817f,15782083,592,1.1350900148274468,1.433909208096345
39,0x4c376c2544387862ba5a7277bbcd0145ed1a860676f9f492c3e9ae3435d7c4ff,15783104,168,1161.2806735526729,1466.9947134057363
40,0xb6dfb468a8b680073ef274ae19efbd40bb4921160d0e4dcc3b888e0f6280308b,15783888,447,7062.273752084355,8921.459294794611
41,0xaa6a31ab58432a98e3e5109c74013be145905dd92b3bf93986e77ced41bc0597,15786051,414,7475.085857514931,9442.946640695129
42,0x7cc80cbb34d5ebfca98964b5a20a507e46abd6641b28d0a8751685988bac3864,15788485,64,2705.842401431115,3418.171496874121
43,0x6817b14d585da431a2f847a62aa731381978be0a1859bd6b951673664209888d,15794823,627,0.21139580978385097,0.26704701322575475
44,0x7ef9daa4aac57eaf13aec8d0c0b5ae150d5ec123381f535b084d542d9d1eaf40,15805003,699,0.04016323765131007,0.05073644868942845
45,0x073b150ad0ed9093dd65c981a123a73833ac01d0afced5862b42522f803a9bc4,15809918,674,314.85864034784754,397.7470489088097
46,0xa3b1ec7db2a01db14f81a500677e50f9208196d8cd96c41239c244f3a8a0165f,15812334,754,0.06570434924408013,0.08300140972289918
47,0x637ec3b044e28a66a35b1406393ee2c3e1f3d52229f9b6193969097d4c461bf6,15815649,671,45.57724667985534,57.57572777508576
48,0x85e3050c845b1cb63cdd82ae8036f7aca070febd7e51050cee4b191caac0be1c,15816757,724,227020.11076426384,286784.5043085994
49,0x033d3032484dc8da26c767077e4e9a1da81bd23c1f4dc539e5470372569c3f21,15821051,697,2149.202572777315,2714.9929247137525
50,0xc48c13233d63c8dde5beccc129c96bf037c56ca6a4a9a7e6ce475bde4c083308,15821055,622,2452.4185674414707,3098.032332259875
51,0xa6e5bfaf0e46781bb19f447d918cd83d6c39080dad6b2c813881a0e4cc59849f,15821057,696,2940.4569838016455,3714.549762580144
52,0x9b9e6087feb00b91ef734669311aba972f9a3b491a6e5e5e999b9b9c40f146df,15822306,828,0.029718556745240064,0.037542143452659556
53,0xa285dcf9a10118d7dd1ad9e551b51832d96dd351ab255e33f8a949dc6eb97a19,15826613,617,53952.759739535766,68156.1444309689
54,0x6ca17abc33b1e51ce38005ecd7ec42cef5df2dd895e45805cac22f05d0b3407d,15827218,616,27190.478044609314,34348.53300743179
55,0xdf0ccd9907567baf5846ad93e482e566d4c1f3e3ea9cb586011c69ac33ff57ab,15827221,615,27192.878279720295,34351.5651187025
56,0xab98107fda1d85b840aac51d00f4820bdbfd0e7cdea7b1d4a814cc320c24cac0,15827632,408,79.80678171047812,100.81639135957488
57,0x138766f775e734c9fa0a701486b42b3c3e277c40a6a1d4bdd5fbcdcfc0c8a023,15831308,505,15632.259498985266,19747.54472873592
58,0x2552fc37bc11836707a123eede66448ca428e361185c1e466873b1ec28fa7f53,15833691,931,0.036231228358599335,0.0457693145789276
59,0xe63d723e3ec315e680d6167c08563543c10a3e65c783b489e28b1e2169084a2b,15835865,947,5.295157976328724,6.689139787505573
60,0xfb4761a294e73022a04bc213d981165ebe9366f9c7d9e2b03d9280a761eb28c7,15840415,839,3620.224851708236,4573.27056218779
61,0xb313fefa01f056a0c6b3b920113bd2a357bb8ea827d4a70bbb67070dba33cee6,15843692,992,0.8476024545125548,1.0707388387302261
62,0x0c2e439c0b4810082b28f8d871c832b6f2009f78cafd2b2be5bae62a4d058697,15843838,435,779.8741304065335,985.1806307326684
63,0xbb42bee064e8c52a56f71aeec731190a9fac4ecf55550e22da4d21e626d588ae,15843843,315,398.1782709051661,503.00106745419043
64,0xc127b39dd2d109a0c75d989e97a138c2ad8c66d4a252fdb4c9ebb77052b11f44,15843845,288,376.35945827938787,475.4383227157582
65,0xcd9d8bed56ce3d229934b9caa3996ba7dca2ccec97c317baf2e68ec3d876d791,15846345,959,436.84406041191465,551.8458558743142
66,0x588b55a42b8cbb49d7a7cb047c8839370664c589ad3ca3fc87fb630881c2c7b9,15848986,808,52.11964740321004,65.84045437626249
67,0x6cebfb7869befb9fd929fdc5913610baae5983f46009e5db98c067f2ed4d8120,15848992,807,52.126374639260604,65.84895259718941
68,0x0d1fdc9d086f7579c4d7bcf2eb600d03975bc554766574b296ed6e73ed117492,15848999,701,173271.63274164312,218886.41997075424
69,0x21d6b902f9386b85e72981f9f5e086630640f86eb3f440a66f5e7c4841956a0e,15849003,838,8777.92420267005,11088.764924157802
70,0xa67af039869a289491727707c69e1901a831ee8cb40560e646b67d24bc627699,15849007,906,66658.62099730407,84206.89918725858
71,0xcbe84276f47d344f7295596817064204826f5e3639f9947cdae9708fee6583ea,15851444,473,78.60297818989201,99.29567940690247
72,0xb2a40b30c3ad89a98ad8d1d4d17bc9fc720d78c85cb0eef7ed3127414e016d26,15851446,440,88.66927091069309,112.0119835195275
73,0x9932e92f80ce248c247392972646a9b5260b04599c9410241ab25c8f844cfe8c,15852982,1038,0.7908853148942105,0.9990905749861451
74,0x50faf0d482d45efdc18649f05c96c1d12b2a68ea4e270f0429132496bcb06815,15855278,585,722.8642186297088,913.1625208191775
75,0x57ab43dbc6f300ca1d32e280450a18f77ad3203020c8f692b8eed2a2fec88053,15855620,650,6360.3267644249645,8034.720590328693
